"date","cms","ChlRFU","Doper","saltppt","TempC","Corr.NTU"
2010-10-23 00:00:00,0.50976,0.875,99.15,32.4475,26.2175,0.2
2010-10-23 01:00:00,0.50976,0.45,96.275,33.3975,26.07,0.2
2010-10-23 02:00:00,0.48852,0.2,95.65,34.1225,26.115,0.175
2010-10-23 03:00:00,0.48144,0.175,94.825,33.995,26.1325,0.15
2010-10-23 04:00:00,0.48144,0.275,94.325,34.155,26.1775,0.1
2010-10-23 05:00:00,0.48144,0.2,94.25,33.755,25.96,0.1
2010-10-23 06:00:00,0.48144,0.225,93.425,33.665,25.8375,0.1
2010-10-23 07:00:00,0.48144,0.375,90.8,33.55,25.7625,0.15
2010-10-23 08:00:00,0.48144,0.4,90.66667,33.63,26.01667,0.1
2010-10-23 09:00:00,0.48144,0.425,90.575,33.0075,25.995,0.1
2010-10-23 10:00:00,0.48144,0.425,97.15,31.3575,25.655,0.15
2010-10-23 11:00:00,0.47436,0.7,99.725,31.9175,25.93,0.225
2010-10-23 12:00:00,0.4602,0.775,101.3,31.3675,25.8225,0.3
2010-10-23 13:00:00,0.4602,0.95,102.075,31.6175,25.955,0.325
2010-10-23 14:00:00,0.45312,1.55,103.825,31.7,25.9475,0.3
2010-10-23 15:00:00,0.45312,2.3,107.05,31.6225,25.9125,0.3
2010-10-23 16:00:00,0.45312,2.6,108.975,31.63,25.89,0.3
2010-10-23 17:00:00,0.45312,2.6,109.5,31.5525,25.7925,0.3
2010-10-23 18:00:00,0.45312,2.775,110.75,30.9375,25.8075,0.175
2010-10-23 19:00:00,0.45312,2.425,108.85,31.58,25.99,0.1
2010-10-23 20:00:00,0.45312,2,105.6,31.5575,25.9,0.1
2010-10-23 21:00:00,0.45312,1.6,101.8,31.9825,25.9025,0.1
2010-10-23 22:00:00,0.45312,1.2,100,32.2675,25.9925,0.1
2010-10-23 23:00:00,0.44604,1.25,97.6,32.46,26.065,0.1
2010-10-24 00:00:00,0.44604,1.15,94.725,32.8125,25.88,0.1
2010-10-24 01:00:00,0.43188,0.65,95.175,33.655,25.8775,0.1
2010-10-24 02:00:00,0.4248,0.45,93.875,33.8775,25.77,0.1
2010-10-24 03:00:00,0.4248,0.4,91.9,34.1975,25.8325,0.1
2010-10-24 04:00:00,0.4248,0.325,91.65,34.3725,25.885,0.175
2010-10-24 05:00:00,0.4248,0.35,91.675,34.3975,25.8375,0.15
2010-10-24 06:00:00,0.4248,0.025,91.275,33.9025,25.56,0.2
2010-10-24 07:00:00,0.4248,-0.025,91.775,33.9725,25.59,0.15
2010-10-24 08:00:00,0.4248,-0.025,92,33.805,25.6475,0.125
2010-10-24 09:00:00,0.4248,0.3,92.45,33.1275,25.6875,0.175
2010-10-24 10:00:00,0.4248,0.375,95.475,32.8125,25.6675,0.275
2010-10-24 11:00:00,0.4248,0.6,99.1,31.215,25.2925,0.225
2010-10-24 12:00:00,0.4248,0.675,100.675,31.0125,25.31,0.3
2010-10-24 13:00:00,0.41772,0.925,104.675,29.6925,25.2,0.3
2010-10-24 14:00:00,0.41772,1.525,109.125,29.455,25.3225,0.225
2010-10-24 15:00:00,0.40356,2.25,112.225,29.675,25.3925,0.1
2010-10-24 16:00:00,0.39648,2.35,113.175,30.1725,25.4625,0.1
2010-10-24 17:00:00,0.39648,2.05,109.5,29.7775,25.58,0.125
2010-10-24 18:00:00,0.39648,1.75,109.075,30.6625,25.75,0.125
2010-10-24 19:00:00,0.39648,1.825,109.1,31.19,25.7825,0.1
2010-10-24 20:00:00,0.39648,1.1,103.95,31.915,25.92,0.125
2010-10-24 21:00:00,0.39648,1.225,104.1,31.3875,25.765,0.1
2010-10-24 22:00:00,0.39648,0.8,101.7,33.0325,26.175,0.1
2010-10-24 23:00:00,0.41772,0.825,99.2,33.3975,26.145,0.125
2010-10-25 00:00:00,0.45312,0.95,99.125,32.1125,25.8075,0.125
2010-10-25 01:00:00,0.45312,0.95,97.55,31.89,25.6625,0.125
2010-10-25 02:00:00,0.45312,1.025,97.55,30.99,25.2825,0.1
2010-10-25 03:00:00,0.45312,0.875,97.775,31.595,25.385,0.1
2010-10-25 04:00:00,0.45312,0.475,96.65,33.235,25.91,0.15
2010-10-25 05:00:00,0.45312,0.375,95.875,33.7925,26.07,0.225
2010-10-25 06:00:00,0.45312,0.275,95.525,33.635,25.8875,0.15
2010-10-25 07:00:00,0.46728,0.475,95.8,32.6275,25.27,0.15
2010-10-25 08:00:00,0.48144,0.425,95.8,31.92,24.9825,0.175
2010-10-25 09:00:00,0.48144,0.4,95.525,31.6775,25.2025,0.175
2010-10-25 10:00:00,0.48144,0.6,96.975,33.065,25.8575,0.1
2010-10-25 11:00:00,0.48144,0.775,98.375,32.4925,25.6125,0.15
2010-10-25 12:00:00,0.50268,0.8,100.125,32.1525,25.4875,0.125
2010-10-25 13:00:00,0.531,1.225,102.275,31.9475,25.575,0.1
2010-10-25 14:00:00,0.53808,1.125,104.825,32.5325,25.895,0.125
2010-10-25 15:00:00,0.53808,1.3,108.65,32.755,26.0925,0.1
2010-10-25 16:00:00,0.54516,1.95,108.8,32.235,25.745,0.15
2010-10-25 17:00:00,0.55224,2,107.725,32.2725,25.645,0.1
2010-10-25 18:00:00,0.53808,1.575,105.225,31.92,25.6825,0.1
2010-10-25 19:00:00,0.53808,1.425,105.125,31.935,25.76,0.125
2010-10-25 20:00:00,0.54516,1.15,103.575,32.5,25.8575,0.1
2010-10-25 21:00:00,0.55224,0.875,101.475,32.4,25.695,0.175
2010-10-25 22:00:00,0.55932,0.625,99.65,32.3275,25.505,0.2
2010-10-25 23:00:00,0.55932,0.375,96.45,32.095,25.1825,0.1
2010-10-26 00:00:00,0.55932,0.425,96.075,32.755,25.345,0.1
2010-10-26 01:00:00,0.53808,0.425,96,32.6475,25.29,0.15
2010-10-26 02:00:00,0.55224,0.425,95.575,32.46,25.32,0.2
2010-10-26 03:00:00,0.5664,0.425,95.175,32.7525,25.3525,0.1
2010-10-26 04:00:00,0.5664,0.375,94.225,32.7775,25.3375,0.1
2010-10-26 05:00:00,0.55932,0.45,93.725,32.7,25.24,0.1
2010-10-26 06:00:00,0.55224,0.35,92.975,32.07,24.9375,0.1
2010-10-26 07:00:00,0.5664,0.325,92.375,32.2175,25.1275,0.15
2010-10-26 08:00:00,0.55932,0.325,92.975,33.1475,25.5175,0.25
2010-10-26 09:00:00,0.53808,0.275,92.475,31.88,25.265,0.25
2010-10-26 10:00:00,0.53808,0.4,93.025,31.42,25.41,0.25
2010-10-26 11:00:00,0.53808,0.425,95.45,32.595,25.7525,0.175
2010-10-26 12:00:00,0.53808,0.625,97.475,31.155,25.295,0.25
2010-10-26 13:00:00,0.53808,1.125,103.675,30.4625,24.84,0.15
2010-10-26 14:00:00,0.531,1.3,105.275,30.5575,25.105,0.15
2010-10-26 15:00:00,0.51684,1.9,106.875,30.55,25.3225,0.15
2010-10-26 16:00:00,0.50976,2.1,107.925,30.9,25.47,0.125
2010-10-26 17:00:00,0.50976,1.725,107,31.745,25.6325,0.125
2010-10-26 18:00:00,0.50976,1.625,106.075,31.8225,25.64,0.125
2010-10-26 19:00:00,0.50268,1.325,104.35,32.155,25.7025,0.175
2010-10-26 20:00:00,0.48144,1.225,103.65,31.47,25.53,0.1
2010-10-26 21:00:00,0.48144,1.125,101.575,31.61,25.5325,0.15
2010-10-26 22:00:00,0.48144,0.875,98.6,31.2675,25.13,0.15
2010-10-26 23:00:00,0.48144,0.6,97.05,31.2,25.21,0.25
2010-10-27 00:00:00,0.48144,0.7,97.575,31.8075,25.36,0.3
2010-10-27 01:00:00,0.4956,0.95,98.5,31.605,25.335,0.15
2010-10-27 02:00:00,0.48144,1.05,100.25,32.155,25.6175,0.1
2010-10-27 03:00:00,0.48144,0.975,98.35,32.4575,25.495,0.125
2010-10-27 04:00:00,0.48144,0.825,97.8,32.995,25.4325,0.15
2010-10-27 05:00:00,0.48144,0.975,98.3,31.9575,25.245,0.125
2010-10-27 06:00:00,0.48144,0.95,97,30.3675,24.775,0.2
2010-10-27 07:00:00,0.46728,0.85,97.225,30.1625,24.69,0.2
2010-10-27 08:00:00,0.45312,0.95,99.25,31.1575,24.9575,0.2
2010-10-27 09:00:00,0.45312,0.8,99.65,32.27,25.2625,0.175
2010-10-27 10:00:00,0.45312,0.65,100.05,31.915,25.35,0.125
2010-10-27 11:00:00,0.45312,1,103.25,30.99,25.3625,0.2
2010-10-27 12:00:00,0.45312,0.925,106.125,31.4125,25.4975,0.275
2010-10-27 13:00:00,0.45312,1.275,106.8,31.4825,25.6425,0.3
2010-10-27 14:00:00,0.48144,2,108.725,29.785,25.56,0.275
2010-10-27 15:00:00,0.51684,2.85,113.275,30.0475,25.5625,0.175
2010-10-27 16:00:00,0.62304,2.975,114.8,30.56,25.58,0.125
2010-10-27 17:00:00,0.7434,3.075,120.2,29.71,25.5025,0.15
2010-10-27 18:00:00,0.83544,2.725,118.875,29.5825,25.4675,0.125
2010-10-27 19:00:00,0.90624,2.35,116.225,30.0675,25.4875,0.125
2010-10-27 20:00:00,0.92748,1.925,111.625,29.625,25.315,0.15
2010-10-27 21:00:00,0.93456,1.325,106.2,30.67,25.435,0.1
2010-10-27 22:00:00,0.91332,1.6,107.975,30.5025,25.5275,0.175
2010-10-27 23:00:00,0.90624,1.375,103.575,30.525,25.51,0.2
2010-10-28 00:00:00,0.87792,1.85,108,30.545,25.4975,0.2
2010-10-28 01:00:00,0.8496,2.15,105.375,29.735,24.98,0.225
2010-10-28 02:00:00,0.89916,1.9,103.9,29.375,24.945,0.2
2010-10-28 03:00:00,1.01952,1.775,102.375,28.41,24.535,0.225
2010-10-28 04:00:00,1.28148,1.2,99.4,29.3425,24.57,0.225
2010-10-28 05:00:00,1.83372,1.225,100,29.345,24.6125,0.325
2010-10-28 06:00:00,2.6904,1.125,99.475,28.925,24.5275,0.325
2010-10-28 07:00:00,3.54,0.9,98.8,27.57,24.315,0.225
2010-10-28 08:00:00,3.78072,1.025,99.875,27.675,24.2625,0.2
2010-10-28 09:00:00,3.80196,1.1,101.9,27.7225,24.375,0.1
2010-10-28 10:00:00,4.9206,1.1,104.65,27.615,24.465,0.175
2010-10-28 11:00:00,5.8056,1.05,108.575,27.41,24.645,0.175
2010-10-28 12:00:00,5.24628,1.3,109.775,25.735,24.855,0.15
2010-10-28 13:00:00,4.54536,1.375,109.275,24.77,25.15,0.125
2010-10-28 14:00:00,3.87276,1.975,112.175,24.6075,25.2625,0.1
2010-10-28 15:00:00,3.33468,2.35,113.675,24.4275,25.1675,0.125
2010-10-28 16:00:00,2.89572,2.2,115.15,25.49,25.33,0.225
2010-10-28 17:00:00,2.5488,1.6,113.3,25.5475,25.21,0.225
2010-10-28 18:00:00,2.22312,1.45,110.7,26.7225,25.04,0.125
2010-10-28 19:00:00,1.99656,1.175,108.55,26.9125,24.925,0.225
2010-10-28 20:00:00,1.8054,1.25,111.65,26.685,24.79,0.325
2010-10-28 21:00:00,1.6284,1.4,113.7,26.74,24.745,0.4
2010-10-28 22:00:00,1.50804,1.35,112.25,26.17,24.525,0.375
2010-10-28 23:00:00,1.416,1.425,115.025,26.93,24.7225,0.325
2010-10-29 00:00:00,1.33812,1.25,108.5,26.0275,24.4325,0.35
2010-10-29 01:00:00,1.26732,1.65,111.45,26.5725,24.57,0.3
2010-10-29 02:00:00,1.21776,1.525,108.25,27.4675,24.6125,0.175
2010-10-29 03:00:00,1.17528,1.15,105.175,28.0875,24.6675,0.15
2010-10-29 04:00:00,1.14696,1,104.8,27.4925,24.365,0.2
2010-10-29 05:00:00,1.10448,0.925,103.825,28.16,24.55,0.25
2010-10-29 06:00:00,1.08324,0.95,106.075,29.02,24.7875,0.25
2010-10-29 07:00:00,1.062,1,105.95,29.05,24.8275,0.175
2010-10-29 08:00:00,1.05492,0.9,108.975,30.745,25.27,0.2
2010-10-29 09:00:00,1.01952,0.675,108.075,28.54,24.745,0.225
2010-10-29 10:00:00,1.00536,0.575,109.25,27.62,24.7025,0.325
2010-10-29 11:00:00,0.9912,0.725,109.1,27.4525,24.8525,0.25
2010-10-29 12:00:00,0.98412,0.875,111.425,27.5425,25.14,0.2
2010-10-29 13:00:00,0.97704,1,115.6,28.245,25.4725,0.15
2010-10-29 14:00:00,0.96288,1.225,117.9,28.375,25.79,0.125
2010-10-29 15:00:00,0.96288,1.525,120.525,28.3375,25.885,0.175
2010-10-29 16:00:00,0.94872,1.75,121.7,28.4375,25.945,0.125
2010-10-29 17:00:00,0.94164,1.85,122.275,28.4275,25.7875,0.1
2010-10-29 18:00:00,0.93456,1.75,120.65,28.625,25.7025,0.2
2010-10-29 19:00:00,0.91332,1.8,117.725,28.8425,25.65,0.175
2010-10-29 20:00:00,0.90624,1.775,112.925,28.8875,25.4975,0.225
2010-10-29 21:00:00,0.90624,2,109.6,27.0325,25.1975,0.2
2010-10-29 22:00:00,0.90624,1.675,111.25,27.335,25.365,0.225
2010-10-29 23:00:00,0.92748,1.325,110.475,28.2425,25.39,0.2
2010-10-30 00:00:00,0.94872,1.125,110.15,29.0775,25.44,0.225
2010-10-30 01:00:00,0.99828,0.675,103.85,29.99,25.31,0.075
2010-10-30 02:00:00,1.0266,0.725,104.85,30.39,25.3875,0.1
2010-10-30 03:00:00,1.05492,0.9,107.1,30.4525,25.4425,0.3
2010-10-30 04:00:00,1.11156,0.9,107.375,29.965,25.33,0.225
2010-10-30 05:00:00,1.2036,0.75,103.475,29.42,24.9225,0.55
2010-10-30 06:00:00,1.33812,0.7,102.35,29.01,24.9775,0.575
2010-10-30 07:00:00,1.5222,0.85,104.125,29.5575,25.245,0.65
2010-10-30 08:00:00,1.78416,0.75,103.05,29.6275,25.1675,0.575
2010-10-30 09:00:00,1.99656,0.675,104.375,29.88,25.335,0.5
2010-10-30 10:00:00,2.03196,0.6,104.85,29.87,25.375,0.425
2010-10-30 11:00:00,1.96116,0.675,102.525,30.35,25.41,0.425
2010-10-30 12:00:00,1.86204,0.45,104.5,30.6175,25.58,0.525
2010-10-30 13:00:00,1.76292,0.45,107.45,29.63,25.6475,0.525
2010-10-30 14:00:00,1.68504,0.6,108.125,29.6375,25.8175,0.55
2010-10-30 15:00:00,1.62132,0.85,108.475,28.655,25.8275,0.525
2010-10-30 16:00:00,1.593,1.9,111.025,28.1875,25.7775,0.5
2010-10-30 17:00:00,1.55052,1.975,109.8,28.3125,25.6025,0.575
2010-10-30 18:00:00,1.52928,1.3,106.85,27.82,25.675,0.5
2010-10-30 19:00:00,1.53636,1.05,107,28.6775,25.7175,0.4
2010-10-30 20:00:00,1.54344,0.775,107.275,29.36,25.675,0.4
2010-10-30 21:00:00,1.55052,0.9,104.25,28.3625,25.4175,0.575
2010-10-30 22:00:00,1.5576,0.925,105.025,28.545,25.4525,0.675
2010-10-30 23:00:00,1.56468,0.725,105.875,29.9275,25.5825,0.65
2010-10-31 00:00:00,1.56468,0.775,99.975,29.3525,25.45,0.525
2010-10-31 01:00:00,1.57176,0.85,100.225,29.49,25.42,0.425
2010-10-31 02:00:00,1.60716,0.625,98.55,28.61,24.945,0.475
2010-10-31 03:00:00,1.61424,0.85,98.75,29.06,24.9025,0.425
2010-10-31 04:00:00,1.62132,0.725,98.3,29.9925,25.0275,0.175
2010-10-31 05:00:00,1.61424,0.65,97.075,29.6,24.885,0.625
2010-10-31 06:00:00,1.60716,0.375,91.4,29.1425,24.92,0.825
2010-10-31 07:00:00,1.58592,0.35,91.65,29.4575,25.105,0.725
2010-10-31 08:00:00,1.56468,0.45,91,29.39,24.9825,0.65
2010-10-31 09:00:00,1.52928,0.375,90.95,28.99,24.8125,0.6
2010-10-31 10:00:00,1.4868,0.4,93.325,29.1375,24.95,0.55
2010-10-31 11:00:00,1.46556,0.4,99.125,29.36,25.3025,0.325
2010-10-31 12:00:00,1.42308,0.425,102.05,29.2325,25.495,0.25
2010-10-31 13:00:00,1.40184,0.6,103.45,28.9725,25.735,0.3
2010-10-31 14:00:00,1.36644,1,108.425,28.61,26.22,0.3
2010-10-31 15:00:00,1.32396,1.45,112.125,28.3075,26.4475,0.4
2010-10-31 16:00:00,1.31688,1.775,113.475,28.13,26.3975,0.425
2010-10-31 17:00:00,1.29564,1.8,112.9,27.3425,26.16,0.375
2010-10-31 18:00:00,1.25316,1.8,109.225,27.05,25.81,0.2
2010-10-31 19:00:00,1.25316,1.45,108.875,28.2225,25.935,0.2
2010-10-31 20:00:00,1.24608,1.5,108.975,28.9975,26.1275,0.3
2010-10-31 21:00:00,1.21776,1.425,107.125,29.7625,26.095,0.375
2010-10-31 22:00:00,1.19652,1.125,104.925,30.2925,25.965,0.375
2010-10-31 23:00:00,1.18236,0.95,106.15,30.47,25.9625,0.575
2010-11-01 00:00:00,1.17528,0.8,103.95,29.345,25.7125,0.45
2010-11-01 01:00:00,1.16112,0.675,102.25,29.3775,25.7825,0.35
2010-11-01 02:00:00,1.14696,0.725,99,28.915,25.63,0.45
2010-11-01 03:00:00,1.1328,0.7,96.775,28.5675,25.44,0.5
2010-11-01 04:00:00,1.11864,0.7,96.3,29.9,25.7575,0.475
2010-11-01 05:00:00,1.10448,0.575,97.775,30.52,25.7475,0.575
2010-11-01 06:00:00,1.45848,0.7,96.675,29.7775,25.465,0.575
2010-11-01 07:00:00,1.64964,0.65,97.25,29.765,25.4525,0.55
2010-11-01 08:00:00,1.42308,0.375,96.1,31.2325,25.5,0.275
2010-11-01 09:00:00,1.2744,-0.025,95.675,33.265,25.6475,0.325
2010-11-01 10:00:00,1.21068,0.075,96.475,33.8225,25.7925,0.25
2010-11-01 11:00:00,1.16112,0.475,103.575,31.465,25.885,0.425
2010-11-01 12:00:00,1.13988,0.85,102.9,30.705,25.7525,0.45
2010-11-01 13:00:00,1.10448,1.35,101.7,30.4725,25.605,0.525
2010-11-01 14:00:00,1.07616,1.9,107.025,30.6275,25.5875,0.55
2010-11-01 15:00:00,1.07616,2.05,108.25,31.425,25.885,0.5
2010-11-01 16:00:00,1.07616,2.05,108.225,32.075,25.97,0.525
2010-11-01 17:00:00,1.07616,1.35,105.4,31.0775,25.7025,0.575
2010-11-01 18:00:00,1.05492,0.825,101.1,31.3625,25.6075,0.45
2010-11-01 19:00:00,1.03368,0.775,98.775,31.8925,25.595,0.475
2010-11-01 20:00:00,1.01952,0.775,98.65,31.75,25.565,0.425
2010-11-01 21:00:00,1.01952,0.625,97.525,31.495,25.475,0.25
2010-11-01 22:00:00,1.00536,0.725,96.275,31.4325,25.365,0.425
2010-11-01 23:00:00,0.9912,0.7,94.65,30.91,25.1375,0.5
2010-11-02 00:00:00,0.9912,0.675,92.1,31.1825,25.0975,0.325
2010-11-02 01:00:00,0.97704,0.925,93.425,30.8775,24.945,0.45
2010-11-02 02:00:00,0.96996,0.475,88.925,32.3925,25.4125,0.45
2010-11-02 03:00:00,0.96288,0.35,87.325,32.745,25.505,0.35
2010-11-02 04:00:00,0.96288,0.5,87.15,32.845,25.5,0.15
2010-11-02 05:00:00,0.9558,0.6,85.875,32.83,25.45,0
2010-11-02 06:00:00,0.93456,0.45,86.375,32.5575,25.295,0.1
2010-11-02 07:00:00,0.93456,0.475,89.1,32.5,25.1875,0.025
2010-11-02 08:00:00,0.92748,0.375,91.4,32.055,25.0625,0.475
2010-11-02 09:00:00,0.9204,0.35,94.2,31.96,24.9525,0.3
2010-11-02 10:00:00,0.90624,0.375,95.425,31.8225,24.9875,0.3
2010-11-02 11:00:00,0.90624,0.325,95.725,31.92,25.1325,0.475
2010-11-02 12:00:00,0.89916,0.45,96.15,31.9825,25.3875,0.425
2010-11-02 13:00:00,0.89208,0.625,99.425,31.7125,25.7375,0.425
2010-11-02 14:00:00,0.87792,0.775,101.875,31.765,26.0975,0.425
2010-11-02 15:00:00,0.87792,1.45,105.825,32.075,26.285,0.325
2010-11-02 16:00:00,0.87792,1.475,109.65,31.305,26.4125,0.2
2010-11-02 17:00:00,0.87792,1.125,109,30.695,26.52,0.15
2010-11-02 18:00:00,0.86376,1.075,106.575,30.385,26.3925,0.1
2010-11-02 19:00:00,0.8496,0.9,104.325,30.775,26.035,0.325
2010-11-02 20:00:00,0.8496,0.8,100.95,31.85,25.9175,0.3
2010-11-02 21:00:00,0.8496,0.475,98.4,31.8275,25.755,0.225
2010-11-02 22:00:00,0.8496,0.5,97.05,31.7025,25.555,0.225
2010-11-02 23:00:00,0.83544,0.4,95.65,32.3225,25.555,0.15
2010-11-03 00:00:00,0.8496,0.375,94.975,31.95,25.48,0.15
2010-11-03 01:00:00,0.82128,0.525,96.675,31.0975,25.405,0.175
2010-11-03 02:00:00,0.82128,0.475,97.175,31.26,25.3125,0.1
2010-11-03 03:00:00,0.82128,0.5,96.525,31.36,25.2575,0.15
2010-11-03 04:00:00,0.8142,0.5,95.25,31.4875,25.2225,0.1
2010-11-03 05:00:00,0.82128,0.475,95.45,31.3725,25.1325,0.075
2010-11-03 06:00:00,0.80004,0.425,95.025,31.4975,25.1075,0.125
2010-11-03 07:00:00,0.80004,0.475,95.4,31.825,25.2475,0.275
2010-11-03 08:00:00,0.79296,0.45,96.525,31.98,25.2225,0.225
2010-11-03 09:00:00,0.79296,0.275,97.15,31.5225,25.1825,0.1
2010-11-03 10:00:00,0.79296,0.35,98.425,31.4875,25.265,0.225
2010-11-03 11:00:00,0.79296,0.325,99.825,30.8575,25.3525,0.225
2010-11-03 12:00:00,0.79296,0.35,101.5,30.77,25.525,0.2
2010-11-03 13:00:00,0.77172,0.475,103.075,31.065,25.7525,0.225
2010-11-03 14:00:00,0.7788,0.6,105.325,31.1975,25.95,0.225
2010-11-03 15:00:00,0.76464,1.025,107.625,31.345,26.0725,0.175
2010-11-03 16:00:00,0.76464,0.975,106.325,31.44,26.025,0.2
2010-11-03 17:00:00,0.75756,0.85,105.475,31.6725,26.01,0.2
2010-11-03 18:00:00,0.75048,1,107.15,30.375,25.76,0.175
2010-11-03 19:00:00,0.75048,0.9,107.475,28.23,25.605,0.2
2010-11-03 20:00:00,0.73632,0.925,108.675,27.705,25.495,0.225
2010-11-03 21:00:00,0.73632,0.975,111.275,29.1325,25.775,0.025
2010-11-03 22:00:00,0.73632,1.25,111.425,30.9525,25.925,0.125
2010-11-03 23:00:00,0.73632,1.1,110.6,31.115,25.835,0.05
2010-11-04 00:00:00,0.73632,1.075,108.15,31.4325,25.7975,0.175
2010-11-04 01:00:00,0.73632,0.85,104.55,31.4525,25.915,0.125
2010-11-04 02:00:00,0.73632,0.825,104.85,29.4575,25.125,0.1
2010-11-04 03:00:00,0.73632,0.8,103.175,30.92,25.555,0.125
2010-11-04 04:00:00,0.73632,0.775,102.275,29.78,25.1025,0.15
2010-11-04 05:00:00,0.73632,0.525,99.325,30.605,25.355,0.225
2010-11-04 06:00:00,0.73632,0.55,97.95,29.4475,25.1075,0.225
2010-11-04 07:00:00,0.79296,0.75,101.1,30.09,25.3075,0.1
2010-11-04 08:00:00,0.96996,0.825,102.45,31.1125,25.6225,0.225
2010-11-04 09:00:00,0.9912,0.575,102.9,31.935,25.8975,0.2
2010-11-04 10:00:00,0.9912,0.825,104.975,30.9825,25.835,0.275
2010-11-04 11:00:00,0.9912,0.725,103.95,29.745,25.7525,0.175
2010-11-04 12:00:00,0.9558,0.8,108.05,28.4475,25.8325,0.25
2010-11-04 13:00:00,0.89916,1.075,110.525,29.29,26.0575,0.275
2010-11-04 14:00:00,0.84252,1.125,108.85,29.615,25.82,0.2
2010-11-04 15:00:00,0.79296,1.475,110.6,29.9275,25.7975,0.325
2010-11-04 16:00:00,0.75048,1.55,114,29.6575,25.97,0.375
2010-11-04 17:00:00,0.72216,1.35,115.4,29.33,25.965,0.375
2010-11-04 18:00:00,0.71508,1,109.725,28.2575,25.6775,0.375
2010-11-04 19:00:00,0.69384,1,109.225,29.12,25.665,0.3
2010-11-04 20:00:00,0.68676,1.15,109.6,29.285,25.7375,0.4
2010-11-04 21:00:00,0.67968,0.775,109.725,29.475,25.685,0.25
2010-11-04 22:00:00,0.67968,1,109.425,30.545,25.83,0.15
2010-11-04 23:00:00,0.67968,1.2,109.075,31.295,25.9625,0.2
2010-11-05 00:00:00,0.67968,1.05,105.075,31.3625,25.895,0.3
2010-11-05 01:00:00,0.67968,0.95,102.35,31.315,25.72,0.275
2010-11-05 02:00:00,0.67968,0.75,100.375,31.605,25.645,0.2
2010-11-05 03:00:00,0.67968,0.775,101.175,31.26,25.5075,0.175
2010-11-05 04:00:00,0.67968,0.85,100.1,30.97,25.3975,0.225
2010-11-05 05:00:00,0.68676,0.775,100.375,30.085,25.155,0.275
2010-11-05 06:00:00,0.68676,0.6,101.7,30.3925,25.2625,0.325
2010-11-05 07:00:00,0.67968,0.6,101.475,30.4875,25.14,0.35
2010-11-05 08:00:00,0.67968,0.875,102.375,29.58,25.025,0.4
2010-11-05 09:00:00,0.67968,0.975,99.7,30.7,25.49,0.425
2010-11-05 10:00:00,0.67968,0.725,98.175,30.2925,25.2675,0.375
2010-11-05 11:00:00,0.68676,1,103.275,29.9825,25.355,0.425
2010-11-05 12:00:00,0.70092,1.05,104.5,28.5275,25.11,0.35
2010-11-05 13:00:00,0.71508,1.475,105.95,28.8975,25.31,0.775
2010-11-05 14:00:00,0.7434,1.925,109.95,29.6825,25.4075,0.9
2010-11-05 15:00:00,0.79296,1.85,109.3,29.59,25.305,0.95
2010-11-05 16:00:00,0.87792,1.6,107.575,28.94,25.2075,0.575
2010-11-05 17:00:00,1.0974,1.5,104.65,30.4075,25.4075,0.675
2010-11-05 18:00:00,1.81956,1.2,99.8,28.5325,24.945,0.775
2010-11-05 19:00:00,4.00728,1.1,99.95,28.2875,24.97,0.875
2010-11-05 20:00:00,11.45544,1.275,100.3,27.6925,24.8375,0.85
2010-11-05 21:00:00,21.26124,1.225,100.45,28.31,24.855,0.675
2010-11-05 22:00:00,24.63132,1.075,99.925,27.78,24.745,0.9
2010-11-05 23:00:00,32.97156,1.1,99.85,24.56,24.4625,3.475
2010-11-06 00:00:00,45.1704,0.675,100.475,22.6275,24.2025,5.275
2010-11-06 01:00:00,64.8528,0.725,102.575,18.97,23.6475,10.75
2010-11-06 02:00:00,88.52832,0.825,102.625,20.6475,23.78,10.35
2010-11-06 03:00:00,92.9525333,0.95,104.975,20.3275,23.555,10.125
2010-11-06 04:00:00,91.4736,0.925,105.775,19.3075,23.285,10.875
2010-11-06 05:00:00,92.1172364,1.075,106.15,18.07,23.07,11.175
2010-11-06 06:00:00,91.0101818,1.275,106.575,16.485,22.7475,11.7
2010-11-06 07:00:00,85.92288,1.175,106.475,15.8875,22.6925,11.775
2010-11-06 08:00:00,84.4450909,1.125,105.325,17.015,22.8325,9.425
2010-11-06 09:00:00,87.8177455,1.2,105.3,16.185,22.685,8.475
2010-11-06 10:00:00,89.4912,1.075,106,15.94,22.6375,7.75
2010-11-06 11:00:00,85.1016,1.025,106.15,15.5925,22.66,7.525
2010-11-06 12:00:00,80.7434667,1.025,106.55,15.1775,22.5875,8.025
2010-11-06 13:00:00,82.954,0.975,107.3,15.1575,22.5725,8.05
2010-11-06 14:00:00,86.6592,0.95,107.875,14.2675,22.44,7.75
2010-11-06 15:00:00,82.7416,1,108.25,13.56,22.3425,7.05
2010-11-06 16:00:00,77.22864,1.075,108.05,13.19,22.34,7.025
2010-11-06 17:00:00,71.7010909,1,106.75,13.5125,22.5775,6.925
2010-11-06 18:00:00,68.6288,1.05,108.075,11.8575,22.2375,7.025
2010-11-06 19:00:00,67.7620364,1,107.675,11.9175,22.17,6.375
2010-11-06 20:00:00,67.03344,0.825,105.9,13.545,22.4175,5.8
2010-11-06 21:00:00,65.2647273,0.9,106.225,13.58,22.4425,5.575
2010-11-06 22:00:00,61.99248,0.8,104.75,14.5375,22.5425,5.45
